source,target,start,end
demetera2,delucca,2018-07-24 02:15:40,2018-07-24 02:15:40
MarcosDBorges,delucca,2018-07-24 02:15:38,2018-07-24 02:15:38
natlove_music,delucca,2018-07-24 02:15:37,2018-07-24 02:15:37
jeanmistrelli,delucca,2018-07-24 02:15:37,2018-07-24 02:15:37
francildap13,delucca,2018-07-24 02:15:35,2018-07-24 02:15:35
cesarotti,delucca,2018-07-24 02:15:34,2018-07-24 02:15:34
obustamante10,delucca,2018-07-24 02:15:31,2018-07-24 02:15:31
rodrigoprado,delucca,2018-07-24 02:15:31,2018-07-24 02:15:31
demetera2,delucca,2018-07-24 02:15:26,2018-07-24 02:15:26
SilMarq,delucca,2018-07-24 02:15:24,2018-07-24 02:15:24
bchavesjv,delucca,2018-07-24 02:15:23,2018-07-24 02:15:23
pagucapitu,delucca,2018-07-24 02:15:21,2018-07-24 02:15:21
VioletaMaia13,cyrusafa,2018-07-24 02:15:21,2018-07-24 02:15:21
Paulotonon,delucca,2018-07-24 02:15:19,2018-07-24 02:15:19
obustamante10,delucca,2018-07-24 02:15:19,2018-07-24 02:15:19
IsaMariaCesarp2,delucca,2018-07-24 02:15:15,2018-07-24 02:15:15
tuliorey,cyrusafa,2018-07-24 02:15:12,2018-07-24 02:15:12
demetera2,delucca,2018-07-24 02:15:10,2018-07-24 02:15:10
mirandaeverton,delucca,2018-07-24 02:15:09,2018-07-24 02:15:09
senhor_mancuzo,cyrusafa,2018-07-24 02:14:58,2018-07-24 02:14:58
demetera2,delucca,2018-07-24 02:14:57,2018-07-24 02:14:57
only_code_saves,delucca,2018-07-24 02:14:53,2018-07-24 02:14:53
MarioFMJunior,delucca,2018-07-24 02:14:41,2018-07-24 02:14:41
vivazedirceu,delucca,2018-07-24 02:14:38,2018-07-24 02:14:38
TATIANAMOYA,delucca,2018-07-24 02:14:36,2018-07-24 02:14:36
MarivoneProf,delucca,2018-07-24 02:14:35,2018-07-24 02:14:35
flaviosobrenome,cyrusafa,2018-07-24 02:14:16,2018-07-24 02:14:16
cristianespina,delucca,2018-07-24 02:14:15,2018-07-24 02:14:15
J_A_C_,SPGabrielMedina,2018-07-24 02:14:04,2018-07-24 02:14:04
Matheus14Lima,cyrusafa,2018-07-24 02:14:02,2018-07-24 02:14:02
demetera2,delucca,2018-07-24 02:13:58,2018-07-24 02:13:58
artesdepagu,cyrusafa,2018-07-24 02:13:57,2018-07-24 02:13:57
beca_boone7,delucca,2018-07-24 02:13:55,2018-07-24 02:13:55
J_A_C_,jeanmistrelli,2018-07-24 02:13:48,2018-07-24 02:13:48
jfmacedo,cyrusafa,2018-07-24 02:13:47,2018-07-24 02:13:47
J_A_C_,cesarotti,2018-07-24 02:13:44,2018-07-24 02:13:44
silenovet,delucca,2018-07-24 02:13:44,2018-07-24 02:13:44
mathmais_,cyrusafa,2018-07-24 02:13:43,2018-07-24 02:13:43
moema4,delucca,2018-07-24 02:13:36,2018-07-24 02:13:36
eduzanete,delucca,2018-07-24 02:13:36,2018-07-24 02:13:36
AMRodStef,cyrusafa,2018-07-24 02:13:34,2018-07-24 02:13:34
odio_nao,delucca,2018-07-24 02:13:34,2018-07-24 02:13:34
FeRomano80,cyrusafa,2018-07-24 02:13:33,2018-07-24 02:13:33
odio_nao,cyrusafa,2018-07-24 02:13:31,2018-07-24 02:13:31
Anb_Li,cyrusafa,2018-07-24 02:13:30,2018-07-24 02:13:30
vivazedirceu,delucca,2018-07-24 02:13:29,2018-07-24 02:13:29
J_A_C_,cyrusafa,2018-07-24 02:13:29,2018-07-24 02:13:29
BoniAngra,jriolx,2018-07-24 02:13:27,2018-07-24 02:13:27
flademoura,delucca,2018-07-24 02:13:27,2018-07-24 02:13:27
obustamante10,delucca,2018-07-24 02:13:25,2018-07-24 02:13:25
moema4,delucca,2018-07-24 02:13:21,2018-07-24 02:13:21
moema4,cyrusafa,2018-07-24 02:13:19,2018-07-24 02:13:19
odio_nao,Anb_Li,2018-07-24 02:13:12,2018-07-24 02:13:12
RoSelorosa,cyrusafa,2018-07-24 02:13:11,2018-07-24 02:13:11
FlaRobSal,delucca,2018-07-24 02:13:09,2018-07-24 02:13:09
moema4,delucca,2018-07-24 02:13:01,2018-07-24 02:13:01
Gilbergues,delucca,2018-07-24 02:12:56,2018-07-24 02:12:56
carlosyml_,delucca,2018-07-24 02:12:54,2018-07-24 02:12:54
moema4,delucca,2018-07-24 02:12:48,2018-07-24 02:12:48
odio_nao,delucca,2018-07-24 02:12:42,2018-07-24 02:12:42
joaomaringa,delucca,2018-07-24 02:12:41,2018-07-24 02:12:41
rafyfa,delucca,2018-07-24 02:12:33,2018-07-24 02:12:33
gustavogn,nadanovonofront,2018-07-24 02:12:31,2018-07-24 02:12:31
odio_nao,delucca,2018-07-24 02:12:30,2018-07-24 02:12:30
guilickel,delucca,2018-07-24 02:12:29,2018-07-24 02:12:29
crisalcantara_,delucca,2018-07-24 02:12:27,2018-07-24 02:12:27
moema4,delucca,2018-07-24 02:12:25,2018-07-24 02:12:25
SilMarq,delucca,2018-07-24 02:12:22,2018-07-24 02:12:22
humamad,cyrusafa,2018-07-24 02:12:21,2018-07-24 02:12:21
rauidantas,cyrusafa,2018-07-24 02:12:20,2018-07-24 02:12:20
moema4,delucca,2018-07-24 02:12:19,2018-07-24 02:12:19
joaoleite1979,delucca,2018-07-24 02:12:14,2018-07-24 02:12:14
ViniCochet,cyrusafa,2018-07-24 02:12:06,2018-07-24 02:12:06
humamad,delucca,2018-07-24 02:11:49,2018-07-24 02:11:49
moema4,delucca,2018-07-24 02:11:46,2018-07-24 02:11:46
KleberVSMonte,cyrusafa,2018-07-24 02:11:34,2018-07-24 02:11:34
Politica_Santos,delucca,2018-07-24 02:11:33,2018-07-24 02:11:33
joaomaringa,delucca,2018-07-24 02:11:33,2018-07-24 02:11:33
vitortorres,cyrusafa,2018-07-24 02:11:31,2018-07-24 02:11:31
sound3vision,delucca,2018-07-24 02:11:29,2018-07-24 02:11:29
joaomaringa,delucca,2018-07-24 02:11:19,2018-07-24 02:11:19
odio_nao,_tcandido,2018-07-24 02:11:16,2018-07-24 02:11:16
moema4,delucca,2018-07-24 02:11:11,2018-07-24 02:11:11
Leoni_a_jato,cyrusafa,2018-07-24 02:11:09,2018-07-24 02:11:09
moema4,delucca,2018-07-24 02:11:07,2018-07-24 02:11:07
claugarmendia,delucca,2018-07-24 02:11:03,2018-07-24 02:11:03
Podosfera,nadanovonofront,2018-07-24 02:11:01,2018-07-24 02:11:01
rafyfa,cyrusafa,2018-07-24 02:11:01,2018-07-24 02:11:01
barroswcb,delucca,2018-07-24 02:11:00,2018-07-24 02:11:00
AleChagas1,delucca,2018-07-24 02:10:57,2018-07-24 02:10:57
mariacris1968,delucca,2018-07-24 02:10:48,2018-07-24 02:10:48
NilvaSader,cyrusafa,2018-07-24 02:10:45,2018-07-24 02:10:45
rodrigofunnie,cyrusafa,2018-07-24 02:10:43,2018-07-24 02:10:43
Claudejunio,delucca,2018-07-24 02:10:42,2018-07-24 02:10:42
calua,cyrusafa,2018-07-24 02:10:39,2018-07-24 02:10:39
jriolx,cyrusafa,2018-07-24 02:10:32,2018-07-24 02:10:32
rodrigoherrero,cesarotti,2018-07-24 02:10:31,2018-07-24 02:10:31
Adriano30lima,delucca,2018-07-24 02:10:31,2018-07-24 02:10:31
AndreVicente9,cyrusafa,2018-07-24 02:10:22,2018-07-24 02:10:22
jpfotoepoesia,IvanValente,2018-07-24 02:10:08,2018-07-24 02:10:08
jose17antonio,delucca,2018-07-24 02:10:07,2018-07-24 02:10:07
antoniofsa07,delucca,2018-07-24 02:10:06,2018-07-24 02:10:06
odio_nao,cyrusafa,2018-07-24 02:10:04,2018-07-24 02:10:04
dmmaria,IvanValente,2018-07-24 02:10:03,2018-07-24 02:10:03
bete_davis,cyrusafa,2018-07-24 02:10:01,2018-07-24 02:10:01
lacerda_rogeria,cyrusafa,2018-07-24 02:10:01,2018-07-24 02:10:01
odio_nao,cyrusafa,2018-07-24 02:09:58,2018-07-24 02:09:58
contatodujr,cyrusafa,2018-07-24 02:09:53,2018-07-24 02:09:53
ftgatto,IvanValente,2018-07-24 02:09:51,2018-07-24 02:09:51
_tcandido,cyrusafa,2018-07-24 02:09:42,2018-07-24 02:09:42
marciocaparica,cyrusafa,2018-07-24 02:09:40,2018-07-24 02:09:40
andreprado1908,cyrusafa,2018-07-24 02:09:09,2018-07-24 02:09:09
valdetarosilva,delucca,2018-07-24 02:09:07,2018-07-24 02:09:07
ptsul,delucca,2018-07-24 02:09:04,2018-07-24 02:09:04
Ecilair,cyrusafa,2018-07-24 02:09:02,2018-07-24 02:09:02
felipe_1910,cyrusafa,2018-07-24 02:08:57,2018-07-24 02:08:57
F_Higo,delucca,2018-07-24 02:08:53,2018-07-24 02:08:53
enfarenta,delucca,2018-07-24 02:08:47,2018-07-24 02:08:47
egregolini,cyrusafa,2018-07-24 02:08:46,2018-07-24 02:08:46
fakenews2222,delucca,2018-07-24 02:08:44,2018-07-24 02:08:44
souza_g1,cyrusafa,2018-07-24 02:08:41,2018-07-24 02:08:41
Jsantfer,delucca,2018-07-24 02:08:36,2018-07-24 02:08:36
viniciusnb,IvanValente,2018-07-24 02:08:36,2018-07-24 02:08:36
Luizaramosps,LeomarCLima,2018-07-24 02:08:33,2018-07-24 02:08:33
delucca,cyrusafa,2018-07-24 02:08:26,2018-07-24 02:08:26
tricolordsul,delucca,2018-07-24 02:08:25,2018-07-24 02:08:25
andfreitas_,delucca,2018-07-24 02:08:14,2018-07-24 02:08:14
Ecilair,delucca,2018-07-24 02:08:10,2018-07-24 02:08:10
vitortorres,delucca,2018-07-24 02:08:10,2018-07-24 02:08:10
didi_forelsket,SPGabrielMedina,2018-07-24 02:08:09,2018-07-24 02:08:09
rauidantas,delucca,2018-07-24 02:08:07,2018-07-24 02:08:07
jose_osterno,delucca,2018-07-24 02:07:57,2018-07-24 02:07:57
pedrosolidus,delucca,2018-07-24 02:07:52,2018-07-24 02:07:52
keisariCisar,delucca,2018-07-24 02:07:45,2018-07-24 02:07:45
odio_nao,cyrusafa,2018-07-24 02:07:43,2018-07-24 02:07:43
xocrivel,cyrusafa,2018-07-24 02:07:40,2018-07-24 02:07:40
j_manacorda,cyrusafa,2018-07-24 02:07:29,2018-07-24 02:07:29
Anb_Li,cyrusafa,2018-07-24 02:07:25,2018-07-24 02:07:25
odio_nao,cyrusafa,2018-07-24 02:07:25,2018-07-24 02:07:25
jvtrgr,delucca,2018-07-24 02:07:14,2018-07-24 02:07:14
jeanmistrelli,cyrusafa,2018-07-24 02:07:12,2018-07-24 02:07:12
moreirafelipe23,delucca,2018-07-24 02:07:11,2018-07-24 02:07:11
Yarus13,delucca,2018-07-24 02:07:10,2018-07-24 02:07:10
_tcandido,cyrusafa,2018-07-24 02:07:06,2018-07-24 02:07:06
Leoni_a_jato,delucca,2018-07-24 02:07:06,2018-07-24 02:07:06
Rafaelroxo4,delucca,2018-07-24 02:07:06,2018-07-24 02:07:06
odio_nao,delucca,2018-07-24 02:07:03,2018-07-24 02:07:03
freitasdinda,delucca,2018-07-24 02:06:54,2018-07-24 02:06:54
andreacosta2509,delucca,2018-07-24 02:06:54,2018-07-24 02:06:54
Yarus13,delucca,2018-07-24 02:06:53,2018-07-24 02:06:53
marceloverly,delucca,2018-07-24 02:06:52,2018-07-24 02:06:52
matheuspiai,delucca,2018-07-24 02:06:51,2018-07-24 02:06:51
Mozzein_,cyrusafa,2018-07-24 02:06:50,2018-07-24 02:06:50
rodrigoherrero,delucca,2018-07-24 02:06:49,2018-07-24 02:06:49
barroswcb,delucca,2018-07-24 02:06:49,2018-07-24 02:06:49
thamirobbery,delucca,2018-07-24 02:06:46,2018-07-24 02:06:46
Dezao1977,cyrusafa,2018-07-24 02:06:46,2018-07-24 02:06:46
Dezao1977,cyrusafa,2018-07-24 02:06:44,2018-07-24 02:06:44
Haadok,delucca,2018-07-24 02:06:42,2018-07-24 02:06:42
Leoeki,cyrusafa,2018-07-24 02:06:41,2018-07-24 02:06:41
cefivp,cyrusafa,2018-07-24 02:06:40,2018-07-24 02:06:40
miriamrrs,cyrusafa,2018-07-24 02:06:40,2018-07-24 02:06:40
odio_nao,cyrusafa,2018-07-24 02:06:39,2018-07-24 02:06:39
gnaldobnunes,delucca,2018-07-24 02:06:39,2018-07-24 02:06:39
neliszabeths,delucca,2018-07-24 02:06:39,2018-07-24 02:06:39
rodrigoherrero,cyrusafa,2018-07-24 02:06:37,2018-07-24 02:06:37
umgasparr,nadanovonofront,2018-07-24 02:06:35,2018-07-24 02:06:35
marianaluiza189,delucca,2018-07-24 02:06:32,2018-07-24 02:06:32
Ecilair,delucca,2018-07-24 02:06:30,2018-07-24 02:06:30
cefivp,delucca,2018-07-24 02:06:30,2018-07-24 02:06:30
arioldo,cyrusafa,2018-07-24 02:06:29,2018-07-24 02:06:29
comtesset,cyrusafa,2018-07-24 02:06:27,2018-07-24 02:06:27
cesarotti,delucca,2018-07-24 02:06:26,2018-07-24 02:06:26
Crysraf,MarianaTerra,2018-07-24 02:06:24,2018-07-24 02:06:24
AdeliaBeling,cyrusafa,2018-07-24 02:06:24,2018-07-24 02:06:24
bellephn,delucca,2018-07-24 02:06:21,2018-07-24 02:06:21
odio_nao,cyrusafa,2018-07-24 02:06:17,2018-07-24 02:06:17
arioldo,cyrusafa,2018-07-24 02:06:15,2018-07-24 02:06:15
Leoni_a_jato,delucca,2018-07-24 02:06:12,2018-07-24 02:06:12
SPGabrielMedina,cyrusafa,2018-07-24 02:06:09,2018-07-24 02:06:09
psdbcinico,delucca,2018-07-24 02:05:57,2018-07-24 02:05:57
lana_formiga,delucca,2018-07-24 02:05:49,2018-07-24 02:05:49
bete_davis,cyrusafa,2018-07-24 02:05:48,2018-07-24 02:05:48
luparhan,delucca,2018-07-24 02:05:47,2018-07-24 02:05:47
ivoneuman,delucca,2018-07-24 02:05:45,2018-07-24 02:05:45
joaomaringa,delucca,2018-07-24 02:05:42,2018-07-24 02:05:42
profmineiro,delucca,2018-07-24 02:05:41,2018-07-24 02:05:41
JC__Perez,delucca,2018-07-24 02:05:41,2018-07-24 02:05:41
cesarotti,cyrusafa,2018-07-24 02:05:38,2018-07-24 02:05:38
jgsanguineto,delucca,2018-07-24 02:05:37,2018-07-24 02:05:37
IgorDrumond,delucca,2018-07-24 02:05:36,2018-07-24 02:05:36
cefivp,delucca,2018-07-24 02:05:36,2018-07-24 02:05:36
rtitareis,delucca,2018-07-24 02:05:30,2018-07-24 02:05:30
darybf,delucca,2018-07-24 02:05:30,2018-07-24 02:05:30
AleChagas1,jcsdaniel,2018-07-24 02:05:29,2018-07-24 02:05:29
GoisQuestionad1,delucca,2018-07-24 02:05:28,2018-07-24 02:05:28
odio_nao,cyrusafa,2018-07-24 02:05:25,2018-07-24 02:05:25
rtitareis,cyrusafa,2018-07-24 02:05:21,2018-07-24 02:05:21
rafaelmx611,delucca,2018-07-24 02:05:18,2018-07-24 02:05:18
prenass,delucca,2018-07-24 02:05:14,2018-07-24 02:05:14
genario_azevedo,delucca,2018-07-24 02:05:13,2018-07-24 02:05:13
Rafaelroxo4,delucca,2018-07-24 02:05:07,2018-07-24 02:05:07
prenass,IgorDrumond,2018-07-24 02:05:04,2018-07-24 02:05:04
Fabioma21641753,delucca,2018-07-24 02:05:02,2018-07-24 02:05:02
garridotiago,cyrusafa,2018-07-24 02:05:01,2018-07-24 02:05:01
ale_svieira,delucca,2018-07-24 02:05:01,2018-07-24 02:05:01
jeanmistrelli,cyrusafa,2018-07-24 02:04:54,2018-07-24 02:04:54
Aurelianoe,cyrusafa,2018-07-24 02:04:53,2018-07-24 02:04:53
F_Higo,cyrusafa,2018-07-24 02:04:52,2018-07-24 02:04:52
rtitareis,delucca,2018-07-24 02:04:51,2018-07-24 02:04:51
mbjunior,IvanValente,2018-07-24 02:04:47,2018-07-24 02:04:47
joaomaringa,delucca,2018-07-24 02:04:46,2018-07-24 02:04:46
psdbcinico,delucca,2018-07-24 02:04:46,2018-07-24 02:04:46
paulinho_psk,delucca,2018-07-24 02:04:45,2018-07-24 02:04:45
Aurelianoe,delucca,2018-07-24 02:04:43,2018-07-24 02:04:43
armydreamrs,cyrusafa,2018-07-24 02:04:42,2018-07-24 02:04:42
gimarcolin,delucca,2018-07-24 02:04:41,2018-07-24 02:04:41
freitasdinda,cyrusafa,2018-07-24 02:04:41,2018-07-24 02:04:41
odio_nao,cyrusafa,2018-07-24 02:04:39,2018-07-24 02:04:39
wagnogueira,cyrusafa,2018-07-24 02:04:31,2018-07-24 02:04:31
bete_davis,delucca,2018-07-24 02:04:30,2018-07-24 02:04:30
nicolausoares,cyrusafa,2018-07-24 02:04:29,2018-07-24 02:04:29
rodrigoprado,delucca,2018-07-24 02:04:28,2018-07-24 02:04:28
armydreamrs,delucca,2018-07-24 02:04:21,2018-07-24 02:04:21
barbkardash,delucca,2018-07-24 02:04:20,2018-07-24 02:04:20
LiaSP_,cyrusafa,2018-07-24 02:04:16,2018-07-24 02:04:16
cefivp,delucca,2018-07-24 02:04:15,2018-07-24 02:04:15
cefivp,nadanovonofront,2018-07-24 02:04:15,2018-07-24 02:04:15
PereiraSdc,delucca,2018-07-24 02:04:14,2018-07-24 02:04:14
psdbcinico,delucca,2018-07-24 02:04:13,2018-07-24 02:04:13
Caarol_SSP,delucca,2018-07-24 02:04:06,2018-07-24 02:04:06
MeCaiuOsButias,delucca,2018-07-24 02:03:51,2018-07-24 02:03:51
MeCaiuOsButias,delucca,2018-07-24 02:03:45,2018-07-24 02:03:45
MeCaiuOsButias,cyrusafa,2018-07-24 02:03:43,2018-07-24 02:03:43
Rosana_Oliver,delucca,2018-07-24 02:03:41,2018-07-24 02:03:41
marcopolito,delucca,2018-07-24 02:03:40,2018-07-24 02:03:40
ErikaKuver,delucca,2018-07-24 02:03:39,2018-07-24 02:03:39
bete_davis,IvanValente,2018-07-24 02:03:34,2018-07-24 02:03:34
BeaGALOOO,cyrusafa,2018-07-24 02:03:34,2018-07-24 02:03:34
MeCaiuOsButias,delucca,2018-07-24 02:03:31,2018-07-24 02:03:31
nicolausoares,nadanovonofront,2018-07-24 02:03:30,2018-07-24 02:03:30
beatrizgouveaa,nadanovonofront,2018-07-24 02:03:29,2018-07-24 02:03:29
Robertagbetty,delucca,2018-07-24 02:03:27,2018-07-24 02:03:27
amareloazulverd,delucca,2018-07-24 02:03:26,2018-07-24 02:03:26
amareloazulverd,delucca,2018-07-24 02:03:23,2018-07-24 02:03:23
BeaGALOOO,AlemD4sSombras,2018-07-24 02:03:22,2018-07-24 02:03:22
MeCaiuOsButias,cyrusafa,2018-07-24 02:03:22,2018-07-24 02:03:22
bete_davis,cyrusafa,2018-07-24 02:03:21,2018-07-24 02:03:21
MeCaiuOsButias,delucca,2018-07-24 02:03:17,2018-07-24 02:03:17
MeCaiuOsButias,IvanValente,2018-07-24 02:03:14,2018-07-24 02:03:14
estefano_souza,cyrusafa,2018-07-24 02:03:12,2018-07-24 02:03:12
joaomaringa,delucca,2018-07-24 02:03:04,2018-07-24 02:03:04
armydreamrs,cyrusafa,2018-07-24 02:02:59,2018-07-24 02:02:59
ferparedes37,delucca,2018-07-24 02:02:51,2018-07-24 02:02:51
_tcandido,cyrusafa,2018-07-24 02:02:48,2018-07-24 02:02:48
garridotiago,edvardvallek,2018-07-24 02:02:46,2018-07-24 02:02:46
Rodrigo39906595,IvanValente,2018-07-24 02:02:42,2018-07-24 02:02:42
noeloliveira,cyrusafa,2018-07-24 02:02:35,2018-07-24 02:02:35
Aletinna,IvanValente,2018-07-24 02:02:31,2018-07-24 02:02:31
FaimaLima,delucca,2018-07-24 02:02:29,2018-07-24 02:02:29
garridotiago,delucca,2018-07-24 02:02:23,2018-07-24 02:02:23
LABassoli,nadanovonofront,2018-07-24 02:02:22,2018-07-24 02:02:22
hilton_97,delucca,2018-07-24 02:02:21,2018-07-24 02:02:21
jeanmistrelli,delucca,2018-07-24 02:02:20,2018-07-24 02:02:20
vivazedirceu,cyrusafa,2018-07-24 02:02:18,2018-07-24 02:02:18
BadkeAlexandre,olucasdeandrade,2018-07-24 02:02:17,2018-07-24 02:02:17
didi_forelsket,delucca,2018-07-24 02:02:17,2018-07-24 02:02:17
_porrajack,edvardvallek,2018-07-24 02:02:14,2018-07-24 02:02:14
garridotiago,nadanovonofront,2018-07-24 02:02:11,2018-07-24 02:02:11
alijsan,delucca,2018-07-24 02:02:00,2018-07-24 02:02:00
bananasoberba,delucca,2018-07-24 02:01:58,2018-07-24 02:01:58
alexandre_deca,MarianaTerra,2018-07-24 02:01:50,2018-07-24 02:01:50
titaacarlos,delucca,2018-07-24 02:01:48,2018-07-24 02:01:48
_tcandido,cyrusafa,2018-07-24 02:01:37,2018-07-24 02:01:37
fernandaborba,MarianaTerra,2018-07-24 02:01:35,2018-07-24 02:01:35
ErikaKuver,delucca,2018-07-24 02:01:35,2018-07-24 02:01:35
titaacarlos,delucca,2018-07-24 02:01:33,2018-07-24 02:01:33
CleristonCRF,delucca,2018-07-24 02:01:32,2018-07-24 02:01:32
Chef_Alice,delucca,2018-07-24 02:01:27,2018-07-24 02:01:27
FaimaLima,delucca,2018-07-24 02:01:24,2018-07-24 02:01:24
joaomaringa,delucca,2018-07-24 02:01:23,2018-07-24 02:01:23
IgorDrumond,delucca,2018-07-24 02:01:21,2018-07-24 02:01:21
marxelukacs,delucca,2018-07-24 02:01:19,2018-07-24 02:01:19
Yarus13,delucca,2018-07-24 02:01:13,2018-07-24 02:01:13
LiLulaLivreJa,delucca,2018-07-24 02:01:13,2018-07-24 02:01:13
PereiraSdc,delucca,2018-07-24 02:01:08,2018-07-24 02:01:08
EddDoloroso,nadanovonofront,2018-07-24 02:01:08,2018-07-24 02:01:08
_tcandido,rsilva_gabriel,2018-07-24 02:01:05,2018-07-24 02:01:05
marxelukacs,delucca,2018-07-24 02:01:04,2018-07-24 02:01:04
jeanmistrelli,cyrusafa,2018-07-24 02:01:02,2018-07-24 02:01:02
PNoviello,cyrusafa,2018-07-24 02:01:02,2018-07-24 02:01:02
kezya_95,delucca,2018-07-24 02:01:02,2018-07-24 02:01:02
will86,delucca,2018-07-24 02:01:01,2018-07-24 02:01:01
_tcandido,edvardvallek,2018-07-24 02:00:51,2018-07-24 02:00:51
bete_davis,delucca,2018-07-24 02:00:50,2018-07-24 02:00:50
will86,delucca,2018-07-24 02:00:46,2018-07-24 02:00:46
joaomaringa,delucca,2018-07-24 02:00:44,2018-07-24 02:00:44
bxxnato,delucca,2018-07-24 02:00:35,2018-07-24 02:00:35
genario_azevedo,delucca,2018-07-24 02:00:30,2018-07-24 02:00:30
Crysraf,cyrusafa,2018-07-24 02:00:29,2018-07-24 02:00:29
balulajunior,delucca,2018-07-24 02:00:28,2018-07-24 02:00:28
pahega,delucca,2018-07-24 02:00:23,2018-07-24 02:00:23
sardinhaexpress,cyrusafa,2018-07-24 02:00:20,2018-07-24 02:00:20
predocindio,delucca,2018-07-24 02:00:19,2018-07-24 02:00:19
ErikaKuver,delucca,2018-07-24 02:00:15,2018-07-24 02:00:15
hilton_97,delucca,2018-07-24 02:00:06,2018-07-24 02:00:06
amoragapesempre,delucca,2018-07-24 02:00:00,2018-07-24 02:00:00
BJulianny,Vidaaaaal,2018-07-24 01:59:57,2018-07-24 01:59:57
PauloDAndrad,delucca,2018-07-24 01:59:56,2018-07-24 01:59:56
palas_athenada,delucca,2018-07-24 01:59:50,2018-07-24 01:59:50
psdbcinico,delucca,2018-07-24 01:59:47,2018-07-24 01:59:47
CWB_CFC,cyrusafa,2018-07-24 01:59:39,2018-07-24 01:59:39
J_A_C_,mpyny,2018-07-24 01:59:35,2018-07-24 01:59:35
marcosnill,olucasdeandrade,2018-07-24 01:59:34,2018-07-24 01:59:34
david_ufpe,delucca,2018-07-24 01:59:23,2018-07-24 01:59:23
marxelukacs,delucca,2018-07-24 01:59:19,2018-07-24 01:59:19
J_A_C_,delucca,2018-07-24 01:59:17,2018-07-24 01:59:17
monicacosta2030,LeomarCLima,2018-07-24 01:59:15,2018-07-24 01:59:15
cefivp,delucca,2018-07-24 01:59:14,2018-07-24 01:59:14
_Renata_Melo,delucca,2018-07-24 01:59:12,2018-07-24 01:59:12
pahega,delucca,2018-07-24 01:59:10,2018-07-24 01:59:10
marabianchetti,delucca,2018-07-24 01:59:08,2018-07-24 01:59:08
garridotiago,delucca,2018-07-24 01:59:03,2018-07-24 01:59:03
Ale_JU_01,delucca,2018-07-24 01:59:02,2018-07-24 01:59:02
marxelukacs,delucca,2018-07-24 01:58:59,2018-07-24 01:58:59
J_A_C_,SPGabrielMedina,2018-07-24 01:58:59,2018-07-24 01:58:59
garridotiago,delucca,2018-07-24 01:58:56,2018-07-24 01:58:56
garridotiago,delucca,2018-07-24 01:58:47,2018-07-24 01:58:47
J_A_C_,delucca,2018-07-24 01:58:45,2018-07-24 01:58:45
sardinhaexpress,delucca,2018-07-24 01:58:45,2018-07-24 01:58:45
rodrigoprado,delucca,2018-07-24 01:58:41,2018-07-24 01:58:41
GuilhermeTom,delucca,2018-07-24 01:58:39,2018-07-24 01:58:39
garridotiago,delucca,2018-07-24 01:58:36,2018-07-24 01:58:36
J_A_C_,cyrusafa,2018-07-24 01:58:33,2018-07-24 01:58:33
mario2serginho,delucca,2018-07-24 01:58:33,2018-07-24 01:58:33
bettinhah,delucca,2018-07-24 01:58:32,2018-07-24 01:58:32
david_ufpe,delucca,2018-07-24 01:58:31,2018-07-24 01:58:31
LiaSP_,cyrusafa,2018-07-24 01:58:25,2018-07-24 01:58:25
Ale_JU_01,delucca,2018-07-24 01:58:20,2018-07-24 01:58:20
marxelukacs,delucca,2018-07-24 01:58:20,2018-07-24 01:58:20
Robertagbetty,delucca,2018-07-24 01:58:17,2018-07-24 01:58:17
naturezaemclose,cyrusafa,2018-07-24 01:58:14,2018-07-24 01:58:14
marxelukacs,delucca,2018-07-24 01:58:12,2018-07-24 01:58:12
marxelukacs,delucca,2018-07-24 01:58:01,2018-07-24 01:58:01
Haadok,delucca,2018-07-24 01:57:56,2018-07-24 01:57:56
Ale_JU_01,delucca,2018-07-24 01:57:53,2018-07-24 01:57:53
Julio_Fisherman,delucca,2018-07-24 01:57:53,2018-07-24 01:57:53
ivoneuman,nadanovonofront,2018-07-24 01:57:50,2018-07-24 01:57:50
Lurdesbuoz,delucca,2018-07-24 01:57:47,2018-07-24 01:57:47
_tcandido,cyrusafa,2018-07-24 01:57:39,2018-07-24 01:57:39
MarioFMJunior,delucca,2018-07-24 01:57:34,2018-07-24 01:57:34
ro_arantes,delucca,2018-07-24 01:57:29,2018-07-24 01:57:29
J_A_C_,Jorge_Novaes1,2018-07-24 01:57:29,2018-07-24 01:57:29
bruno_pinheiro,MarianaTerra,2018-07-24 01:57:21,2018-07-24 01:57:21
garridotiago,delucca,2018-07-24 01:57:11,2018-07-24 01:57:11
nildaalcarinque,nadanovonofront,2018-07-24 01:57:09,2018-07-24 01:57:09
J_A_C_,LeomarCLima,2018-07-24 01:57:02,2018-07-24 01:57:02
_tcandido,cyrusafa,2018-07-24 01:57:02,2018-07-24 01:57:02
lucasajs_,cyrusafa,2018-07-24 01:57:00,2018-07-24 01:57:00
jeanmistrelli,delucca,2018-07-24 01:57:00,2018-07-24 01:57:00
barroswcb,delucca,2018-07-24 01:56:59,2018-07-24 01:56:59
_tcandido,MarianaTerra,2018-07-24 01:56:56,2018-07-24 01:56:56
J_A_C_,cyrusafa,2018-07-24 01:56:56,2018-07-24 01:56:56
thamirobbery,cyrusafa,2018-07-24 01:56:53,2018-07-24 01:56:53
J_A_C_,edvardvallek,2018-07-24 01:56:52,2018-07-24 01:56:52
